x_chest,y_chest,z_chest,x_ankle,y_ankle,z_ankle,position
-31,-62,251,233,14,-70,6
-32,-62,251,233,14,-70,6
-31,-62,251,233,14,-70,6
-31,-62,251,233,13,-70,6
-31,-62,251,233,14,-70,6
-31,-62,250,233,14,-71,6
-31,-62,251,233,14,-70,6
-31,-62,251,233,14,-70,6
-31,-62,250,233,14,-70,6
-31,-62,251,233,14,-71,6
-32,-62,251,233,14,-70,6
-32,-62,251,233,14,-70,6
-33,-61,251,233,14,-70,6
-36,-59,251,233,14,-70,6
-38,-58,250,233,14,-70,6
-37,-59,250,233,14,-70,6
-37,-61,251,233,14,-70,6
-36,-63,250,233,14,-70,6
-34,-63,250,233,14,-71,6
-33,-65,250,233,14,-71,7
-34,-65,249,233,14,-70,7
-34,-64,250,233,14,-71,7
-34,-63,250,233,14,-70,7
-34,-64,250,233,14,-71,7
-34,-63,250,233,14,-71,7
-34,-64,250,233,14,-71,7
-34,-64,250,233,14,-70,7
-34,-64,250,233,14,-71,7
-34,-75,246,234,14,-75,7
-21,-108,234,219,30,-70,7
-105,-50,230,162,56,193,7
-155,-125,133,77,32,258,7
-237,-75,-16,33,2,268,7
-242,-59,-23,60,-7,261,7
-230,-69,-73,72,7,260,7
-218,-75,-78,53,10,264,7
-237,-68,-28,58,14,259,7
-240,-69,-22,70,21,254,7
-240,-68,-19,72,20,256,7
-239,-69,-21,73,21,256,7
-241,-66,-21,72,24,256,7
-241,-65,-20,72,25,256,7
-241,-65,-21,70,26,256,7
-240,-64,-20,69,29,256,7
-240,-65,-20,68,29,257,7
-240,-65,-21,69,29,256,7
-240,-64,-20,69,28,257,7
-241,-65,-19,69,28,257,7
-241,-64,-18,69,28,257,7
-241,-64,-18,69,28,257,7
-241,-64,-17,69,28,257,7
-240,-65,-18,69,27,257,7
-241,-64,-17,69,27,257,7
-241,-64,-17,69,28,257,7
-241,-63,-17,69,27,256,7
-242,-63,-17,68,25,257,7
-241,-63,-15,70,28,256,7
-241,-63,-15,71,28,256,7
-241,-63,-16,70,28,256,7
-241,-63,-15,70,28,256,7
-241,-64,-16,70,29,257,7
-242,-63,-15,70,28,256,7
-241,-64,-16,69,29,256,7
-241,-63,-15,69,29,256,7
-241,-64,-16,69,29,256,7
-242,-63,-15,69,29,257,7
-241,-64,-16,69,29,256,7
-241,-63,-15,69,29,257,7
-241,-64,-16,68,30,257,7
-242,-63,-14,68,30,257,7
-241,-64,-15,68,30,257,7
-241,-63,-14,68,30,257,7
-241,-64,-14,68,30,257,7
-241,-63,-15,68,30,257,7
-241,-63,-15,68,30,257,7
-242,-64,-15,68,29,257,7
-242,-63,-14,68,29,257,7
-241,-63,-15,68,30,257,7
-241,-64,-15,68,30,256,8
-240,-65,-19,73,24,257,8
-238,-75,-6,51,18,258,8
-242,-69,19,26,-8,266,8
-238,-75,18,77,20,256,8
-239,-72,-8,84,24,252,8
-242,-67,-8,74,28,255,8
-242,-56,-32,66,27,258,8
-242,-54,-37,77,15,255,8
-242,-53,-36,76,15,255,8
-243,-54,-28,74,17,256,8
-242,-52,-34,73,18,256,8
-243,-50,-34,73,17,256,8
-243,-51,-34,73,18,256,8
-243,-49,-35,73,18,256,8
-242,-47,-36,73,17,256,8
-243,-51,-35,74,17,256,8
-239,-51,-51,74,18,256,8
-240,-46,-52,73,19,256,8
-241,-46,-50,73,18,256,8
-241,-47,-50,73,19,256,8
-241,-47,-51,73,19,256,8
-241,-47,-49,73,19,256,8
-241,-48,-50,73,19,256,8
-241,-48,-48,73,19,256,8
-240,-50,-49,73,19,256,8
-241,-50,-48,73,18,256,8
-240,-51,-48,72,18,256,8
-241,-50,-47,72,19,256,8
-241,-50,-48,72,18,257,8
-241,-49,-48,73,18,256,8
-241,-49,-47,73,18,256,8
-241,-48,-45,73,18,256,8
-241,-49,-49,73,18,256,8
-241,-49,-49,73,18,256,8
-241,-49,-48,73,18,256,8
-241,-49,-47,72,18,256,8
-241,-49,-46,72,18,256,8
-241,-50,-46,72,18,256,8
-242,-49,-46,72,18,256,8
-241,-50,-46,72,18,256,8
-241,-49,-46,73,18,256,8
-241,-50,-47,72,18,256,8
-241,-49,-46,72,18,256,8
-241,-50,-47,72,18,256,8
-241,-49,-46,72,18,256,8
-241,-50,-48,72,18,256,8
-241,-49,-46,73,18,256,8
-241,-50,-47,73,18,257,8
-241,-49,-46,73,18,256,8
-241,-50,-47,72,18,256,8
-241,-49,-47,73,18,257,8
-241,-49,-47,73,18,256,8
-240,-51,-52,73,18,256,8
-240,-51,-49,73,18,256,8
-241,-51,-49,73,18,256,8
-241,-48,-49,73,18,256,8
-241,-49,-50,73,18,256,8
-241,-50,-49,73,18,256,8
-241,-49,-49,72,18,256,9
-241,-50,-48,72,18,256,9
-240,-48,-53,73,18,256,9
-229,-85,-35,40,0,259,9
-226,-50,-87,52,25,262,9
-247,-40,36,33,-32,267,9
-240,-70,-30,38,-14,265,9
-223,-71,-59,43,-5,263,9
-236,-49,-63,43,23,264,9
-232,-49,-81,31,13,268,9
-238,-37,-67,29,17,265,9
-239,-31,-69,19,13,268,9
-238,-38,-66,32,9,266,9
-213,-33,-125,31,0,267,9
-212,-12,-132,52,17,262,9
-212,-14,-130,53,18,261,9
-216,-4,-127,60,19,259,9
-215,0,-128,60,19,259,9
-215,0,-128,59,19,259,9
-218,-7,-122,58,18,260,9
-218,-4,-123,58,18,260,9
-217,-3,-124,57,18,260,9
-217,-2,-123,57,18,260,9
-216,-4,-125,56,18,260,9
-216,-4,-125,56,17,260,9
-216,-3,-126,56,18,260,9
-216,-2,-125,55,17,260,9
-216,0,-125,55,18,260,9
-216,1,-125,54,18,261,9
-216,5,-125,52,19,261,9
-215,5,-127,44,17,263,9
-213,3,-131,43,18,263,9
-211,16,-133,43,18,263,9
-212,16,-132,42,18,263,9
-211,16,-133,42,18,263,9
-212,16,-132,41,18,264,9
-211,10,-134,41,18,264,9
-212,6,-133,41,18,263,9
-212,2,-132,39,16,264,9
-213,5,-131,37,16,265,9
-212,9,-132,39,17,264,9
-212,9,-132,38,17,264,9
-212,10,-132,38,17,264,9
-212,10,-132,38,17,264,9
-212,10,-133,38,17,264,9
-212,10,-133,38,17,264,9
-212,10,-133,38,17,264,9
-212,11,-133,37,17,264,9
-211,11,-133,38,17,264,9
-212,11,-134,38,17,264,9
-211,11,-134,38,17,264,9
-211,12,-133,38,16,264,9
-211,12,-134,37,17,265,9
-211,12,-134,38,17,265,9
-211,11,-134,37,17,265,9
-211,12,-133,38,17,264,9
-211,11,-134,38,17,264,9
-211,12,-133,37,17,264,9
-211,12,-134,38,16,264,9
-211,12,-134,37,16,265,10
-207,10,-141,38,16,264,10
-39,-51,-253,-56,-130,217,10
-49,-51,-251,-112,-179,147,10
153,-196,-48,-177,-171,9,10
182,-143,109,-165,-171,-75,10
183,-130,126,-158,-161,-99,10
243,-51,18,-132,-115,-172,10
244,-1,56,-83,-74,-222,10
250,-12,61,-29,-47,-215,10
256,-29,36,-62,-65,-235,10
251,-55,40,-70,-65,-232,10
253,-45,41,-76,-67,-231,10
254,-38,38,-68,-62,-234,10
253,-39,43,-68,-62,-234,10
253,-38,39,-70,-63,-233,10
253,-40,40,-70,-62,-233,10
253,-38,40,-70,-62,-233,10
252,-38,41,-71,-62,-233,10
252,-40,41,-71,-62,-233,10
253,-39,41,-71,-62,-233,10
252,-39,42,-70,-62,-233,10
253,-39,42,-70,-62,-233,10
253,-40,43,-70,-62,-233,10
252,-38,43,-70,-62,-233,10
253,-39,43,-70,-62,-233,10
252,-39,43,-70,-62,-234,10
252,-39,43,-70,-62,-234,10
252,-39,43,-70,-61,-234,10
252,-39,43,-69,-62,-234,10
252,-40,44,-69,-61,-233,10
252,-39,44,-69,-61,-234,10
252,-39,44,-69,-61,-234,10
252,-40,44,-69,-61,-234,10
252,-40,44,-69,-61,-234,10
252,-39,44,-70,-62,-234,10
252,-40,44,-70,-61,-234,10
252,-38,44,-69,-61,-234,10
252,-40,44,-69,-61,-233,10
252,-38,44,-69,-61,-234,10
252,-39,45,-69,-61,-234,10
252,-39,44,-70,-62,-234,10
252,-38,45,-70,-62,-234,10
252,-39,45,-69,-62,-234,10
252,-39,45,-70,-61,-234,10
252,-39,45,-70,-62,-234,10
252,-38,45,-70,-62,-233,10
252,-39,45,-70,-61,-234,10
252,-38,45,-70,-62,-234,10
252,-39,45,-70,-61,-234,10
252,-37,45,-70,-62,-233,10
252,-39,45,-71,-62,-233,10
252,-38,45,-71,-62,-234,10
252,-39,45,-70,-62,-233,10
252,-38,45,-71,-62,-233,10
252,-39,45,-71,-62,-233,10
